point_value,category,question,correct_answer,wrong_1,wrong_2,wrong_3
6,NFL,Who is the all-time passing touchdown leader for the Denver Broncos?,John Elway,Peyton Manning,Craig Morton,Brian Griese
2,NFL,Who is the all-time rushing touchdown leader for the Denver Broncos?,Terrell Davis,Floyd Little,Sammy Winder,Mike Anderson
8,NFL,Who is the all-time receiving touchdown leader for the Denver Broncos?,Rod Smith,Demaryius Thomas,Shannon Sharpe,Ed McCaffrey
2,NFL,Who is the all-time passing touchdown leader for the Detroit Lions?,Matthew Stafford,Bobby Layne,Greg Landry,Scott Mitchell
4,NFL,Who is the all-time rushing touchdown leader for the Detroit Lions?,Barry Sanders,Billy Sims,Dutch Clark,Nick Pietrosante
2,NFL,Who is the all-time receiving touchdown leader for the Detroit Lions?,Calvin Johnson,Herman Moore,Marvin Jones,Johnnie Morton
6,NFL,Who is the all-time passing touchdown leader for the Green Bay Packers?,Aaron Rodgers,Brett Favre,Bart Starr,Lynn Dickey
10,NFL,Who is the all-time rushing touchdown leader for the Green Bay Packers?,Jim Taylor,Ahman Green,Paul Hornung,Aaron Jones
10,NFL,Who is the all-time receiving touchdown leader for the Green Bay Packers?,Don Hutson,Davante Adams,Jordy Nelson,Sterling Sharpe
4,NFL,Who is the all-time passing touchdown leader for the Houston Texans?,Matt Schaub,Deshaun Watson,David Carr,Davis Mills
2,NFL,Who is the all-time rushing touchdown leader for the Houston Texans?,Arian Foster,Domanick Williams,Deshaun Watson,Lamar Miller
2,NFL,Who is the all-time receiving touchdown leader for the Houston Texans?,Andre Johnson,DeAndre Hopkins,Owen Daniels,Kevin Walter
2,NFL,Who is the all-time passing touchdown leader for the Indianapolis Colts?,Peyton Manning,Johnny Unitas,Andrew Luck,Bert Jones
4,NFL,Who is the all-time rushing touchdown leader for the Indianapolis Colts?,Edgerrin James,Lenny Moore,Tom Matte,Marshall Faulk
6,NFL,Who is the all-time receiving touchdown leader for the Indianapolis Colts?,Marvin Harrison,Reggie Wayne,Raymond Berry,T.Y. Hilton
2,NFL,Who is the all-time passing touchdown leader for the Jacksonville Jaguars?,Mark Brunell,Blake Bortles,David Garrard,Byron Leftwich
6,NFL,Who is the all-time rushing touchdown leader for the Jacksonville Jaguars?,Maurice Jones-Drew,Fred Taylor,James Stewart,Stacey Mack
6,NFL,Who is the all-time receiving touchdown leader for the Jacksonville Jaguars?,Jimmy Smith,Marcedes Lewis,Keenan McCardell,Allen Robinson
6,NFL,Who is the all-time passing touchdown leader for the Kansas City Chiefs?,Len Dawson,Patrick Mahomes,Trent Green,Alex Smith
8,NFL,Who is the all-time rushing touchdown leader for the Kansas City Chiefs?,Priest Holmes, Larry Johnson,Marcus Allen,Jamaal Charles
6,NFL,Who is the all-time receiving touchdown leader for the Kansas City Chiefs?,Tony Gonzalez,Travis Kelce,Otis Taylor,Tyreek Hill
4,NFL,Who is the all-time passing touchdown leader for the LA/OAK/LV Raiders?,Derek Carr,Ken Stabler,Daryle Lamonica,Rich Gannon
2,NFL,Who is the all-time rushing touchdown leader for the LA/OAK/LV Raiders?,Marcus Allen,Pete Banaszak,Josh Jacobs,Mark van Eeghen
4,NFL,Who is the all-time receiving touchdown leader for the LA/OAK/LV Raiders?,Tim Brown,Fred Biletnikoff,Cliff Branch,Art Powell
4,NFL,Who is the all-time passing touchdown leader for the SD/LA Chargers?,Philip Rivers,Dan Fouts,John Hadl,Justin Herbert
2,NFL,Who is the all-time rushing touchdown leader for the SD/LA Chargers?,LaDainian Tomlinson,Chuck Muncie,Paul Lowe,Melvin Gordon
2,NFL,Who is the all-time receiving touchdown leader for the SD/LA Chargers?,Antonio Gates,Lance Alworth,Gary Garrison,Keenan Allen
10,NFL,Who is the all-time passing touchdown leader for the CLE/STL/LA Rams?,Roman Gabriel,Jim Everett,Marc Bulger,Kurt Warner
8,NFL,Who is the all-time rushing touchdown leader for the CLE/STL/LA Rams?,Marshall Faulk/Todd Gurley,Steven Jackson,Eric Dickerson,Dick Bass
6,NFL,Who is the all-time receiving touchdown leader for the CLE/STL/LA Rams?,Isaac Bruce,Torry Holt,Elroy Hirsch,Cooper Kupp
2,NFL,Who is the all-time passing touchdown leader for the Miami Dolphins?,Dan Marino,Bob Griese,Ryan Tannehill,Jay Fiedler
6,NFL,Who is the all-time rushing touchdown leader for the Miami Dolphins?,Larry Csonka,Ricky Williams,Ronnie Brown,Karim Abdul-Jabbar
4,NFL,Who is the all-time receiving touchdown leader for the Miami Dolphins?,Mark Clayton,Nat Moore,Mark Duper,Chris Chambers
6,NFL,Who is the all-time passing touchdown leader for the Minnesota Vikings?,Fran Tarkenton,Tommy Kramer,Kirk Cousins,Daunte Culpepper
2,NFL,Who is the all-time rushing touchdown leader for the Minnesota Vikings?,Adrian Peterson,Chuck Foreman,Bill Brown,Dalvin Cook
8,NFL,Who is the all-time receiving touchdown leader for the Minnesota Vikings?,Cris Carter,Randy Moss,Adam Thielen,Anthony Carter
2,NFL,Who is the all-time passing touchdown leader for the New England Patriots?,Tom Brady,Steve Grogan,Drew Bledsoe,Babe Parilli
10,NFL,Who is the all-time rushing touchdown leader for the New England Patriots?,Jim Nance,Sam Cunningham,Corey Dillon,Steve Grogan
4,NFL,Who is the all-time receiving touchdown leader for the New England Patriots?,Rob Gronkowski,Stanley Morgan,Ben Coates,Randy Moss
2,NFL,Who is the all-time passing touchdown leader for the New Orleans Saints?,Drew Brees,Aaron Brooks,Archie Manning,Bobby Hebert
8,NFL,Who is the all-time rushing touchdown leader for the New Orleans Saints?,Mark Ingram,Duece McAllister,Alvin Kamara,Dalton Hilliard
6,NFL,Who is the all-time receiving touchdown leader for the New Orleans Saints?,Marques Colston,Jimmy Graham,Joe Horn,Eric Martin
4,NFL,Who is the all-time passing touchdown leader for the New York Giants?,Eli Manning,Phil Simms,Charlie Conerly,Fran Tarkenton
6,NFL,Who is the all-time rushing touchdown leader for the New York Giants?,Brandon Jacobs,Tiki Barber,Rodney Hampton,Joe Morris
6,NFL,Who is the all-time receiving touchdown leader for the New York Giants?,Amani Toomer,Kyle Rote,Joe Morrison,Odell Beckham Jr.
4,NFL,Who is the all-time passing touchdown leader for the New York Jets?,Joe Namath,Ken O'Brien,Richard Todd,Chad Pennington
4,NFL,Who is the all-time rushing touchdown leader for the New York Jets?,Curtis Martin,Emerson Boozer,Johnny Hector,Freeman McNeil
8,NFL,Who is the all-time receiving touchdown leader for the New York Jets?,Don Maynard,Wesley Walker,Wayne Chrebet,Jerome Barkum
6,NFL,Who is the all-time passing touchdown leader for the Philadelphia Eagles?,Donovan McNabb,Ron Jaworski,Randall Cunningham,Carson Wentz
10,NFL,Who is the all-time rushing touchdown leader for the Philadelphia Eagles?,Steve Van Buren,Wilbert Montgomery,LeSean McCoy,Brian Westbrook
10,NFL,Who is the all-time receiving touchdown leader for the Philadelphia Eagles?,Harold Carmichael,Tommy McDonald,Mike Quick,Pete Pihos
6,NFL,Who is the all-time passing touchdown leader for the Pittsburgh Steelers?,Ben Roethlisberger,Terry Bradshaw,Kordell Stewart,Neil O'Donnell
6,NFL,Who is the all-time rushing touchdown leader for the Pittsburgh Steelers?,Franco Harris,Jerome Bettis,Le'Veon Bell,Kordell Stewart
8,NFL,Who is the all-time receiving touchdown leader for the Pittsburgh Steelers?,Hines Ward,Antonio Brown,John Stallworth,Lynn Swann
6,NFL,Who is the all-time passing touchdown leader for the San Francisco 49ers?,Joe Montana,Steve Young,John Brodie,Frankie Albert
8,NFL,Who is the all-time rushing touchdown leader for the San Francisco 49ers?,Joe Perry,Frank Gore,Roger Craig,Ken Willard
2,NFL,Who is the all-time receiving touchdown leader for the San Francisco 49ers?,Jerry Rice,Terrell Owens,Gene Washington,Vernon Davis
2,NFL,Who is the all-time passing touchdown leader for the Seattle Seahawks?,Russell Wilson,Dave Krieg,Matt Hasselbeck,Jim Zorn
6,NFL,Who is the all-time rushing touchdown leader for the Seattle Seahawks?,Shaun Alexander,Marshawn Lynch,Curt Warner,Chris Warren
6,NFL,Who is the all-time receiving touchdown leader for the Seattle Seahawks?,Steve Largent,Tyler Lockett,Doug Baldwin,Darrell Jackson
6,NFL,Who is the all-time passing touchdown leader for the Tampa Bay Buccaneers?,Jameis Winston,Tom Brady,Josh Freeman,Vinny Testaverde
4,NFL,Who is the all-time rushing touchdown leader for the Tampa Bay Buccaneers?,Mike Alstott,James Wilder,Doug Martin,Errict Rhett
4,NFL,Who is the all-time receiving touchdown leader for the Tampa Bay Buccaneers?,Mike Evans,Jimmie Giles,Cameron Brate,Chris Godwin
4,NFL,Who is the all-time passing touchdown leader for the Tennessee Titans?,Waren Moon,George Blanda,Steve McNair,Dan Pastorini
8,NFL,Who is the all-time rushing touchdown leader for the Tennessee Titans?,Derrick Henry,Earl Campbell,Eddie George,Chris Johnson
10,NFL,Who is the all-time receiving touchdown leader for the Tennessee Titans?,Charley Hennigan,Drew Hill,Ken Burrough,Haywood Jeffires
8,NFL,Who is the all-time passing touchdown leader for the Washington Commanders?,Sammy Baugh,Sonny Jurgensen,Joe Theismann,Billy Kilmer
6,NFL,Who is the all-time rushing touchdown leader for the Washington Commanders?,John Riggins,Clinton Portis,Stephen Davis,Terry Allen
10,NFL,Who is the all-time receiving touchdown leader for the Washington Commanders?,Charley Taylor,Art Monk,Jerry Smith,Gary Clark
